,price,year,transmission,mileage,fuelType,tax,mpg,engineSize,model
3893,12497,2,1,24396,1,145,57.7,1,2
3897,10981,3,1,25782,1,145,60.1,1,2
3898,10690,3,1,6321,1,145,61.4,1,2
3899,8690,3,1,70143,0,145,74.3,1.5,2
3901,13797,2,1,15230,1,145,57.7,1,2
3904,14541,2,1,5050,1,145,57.7,1,2
3909,10997,3,1,18676,1,145,60.1,1,2
3910,15490,3,1,17988,1,145,41.5,2,2
3911,11390,3,1,19419,1,145,60.1,1,2
3912,9997,3,1,29942,1,145,61.4,1,2
3916,11490,2,1,14991,1,145,60.1,1,2
3921,16690,3,1,24692,1,145,41.5,2,2
3923,11841,3,1,17434,1,145,60.1,1,2
3924,10497,3,1,33274,1,145,60.1,1,2
3927,23997,4,1,28170,1,235,36.7,2.3,2
3928,27497,3,1,1973,1,235,36.7,2.3,2
3931,17981,1,1,3892,0,145,80.7,1.5,2
3935,10997,3,1,6348,1,20,61.4,1,2
3936,16990,2,1,8348,1,145,60.1,1,2
3939,12497,2,1,13589,1,145,60.1,1,2
3943,20990,2,1,7122,1,145,41.5,2,2
3944,16750,2,1,10561,1,145,60.1,1,2
3945,14497,2,1,18608,1,145,58.9,1,2
3950,13497,2,1,13588,1,145,57.7,1,2
3951,11997,2,1,11502,1,145,61.4,1,2
3966,17750,2,1,9836,0,145,67.3,2,2
3969,11500,2,1,8286,1,150,60.1,1,2
3979,9997,3,1,34606,1,145,60.1,1,2
3981,10997,3,1,18980,1,145,61.4,1,2
3982,10797,3,1,16546,1,145,61.4,1,2
3997,7000,6,1,25462,0,20,67.3,1.6,2
4003,16000,3,1,17000,1,200,41.5,2,2
4018,13620,2,1,12180,1,145,57.7,1,2
4020,16800,2,1,19388,1,145,60.1,1,2
4023,14500,2,1,10755,1,145,57.7,1,2
4026,13500,2,1,21825,0,145,74.3,1.5,2
4027,13750,2,1,7565,0,145,74.3,1.5,2
4034,15500,2,1,7917,1,145,58.9,1,2
4040,18000,1,1,8985,1,145,60.1,1,2
4043,11700,3,1,26807,1,145,60.1,1,2
4047,14465,5,1,31322,1,205,41.5,2,2
4052,7695,6,1,51986,0,20,67.3,1.6,2
4057,8500,3,1,26546,1,20,61.4,1,2
4071,8398,4,1,31221,1,20,61.4,1,2
4077,9990,3,1,14205,1,145,60.1,1,2
4078,12997,3,1,9612,1,145,57.7,1,2
4081,18690,3,1,16967,1,145,41.5,2,2
4083,16750,2,1,10567,1,145,60.1,1,2
4086,11890,2,1,19097,1,145,60.1,1,2
4087,10497,3,1,27489,1,20,61.4,1,2
4089,11980,2,1,13864,1,145,60.1,1,2
4092,16998,1,1,16410,1,145,60.1,1,2
4093,13998,2,1,9303,1,145,57.7,1,2
4094,19898,1,0,4166,0,145,64.2,2,2
4096,21798,2,1,3774,1,145,41.5,2,2
4098,10998,3,1,24014,0,145,74.3,1.5,2
4101,14798,1,1,18443,1,145,58.9,1,2
4102,10890,3,1,22158,1,20,60.1,1,2
4103,6790,7,1,37002,1,20,58.9,1,2
4107,16997,1,1,6837,1,150,60.1,1,2
4108,16997,2,1,8954,1,145,60.1,1,2
4115,10998,3,1,49742,0,150,74.3,1.5,2
4121,10995,4,1,25325,1,20,60.1,1,2
4125,14500,4,1,35000,1,205,41.5,2,2
4129,14990,2,1,4215,1,145,58.9,1,2
4131,11280,4,1,10492,1,20,60.1,1,2
4139,16998,2,1,8488,0,150,70.6,2,2
4144,13498,2,1,11206,1,145,57.7,1,2
4152,13341,2,1,14064,1,145,57.7,1,2
4153,12997,2,1,7888,1,145,60.1,1,2
4157,10490,3,1,28310,1,145,60.1,1,2
4161,10298,5,1,12511,1,125,51.4,1.5,2
4165,10797,3,1,20967,1,145,60.1,1,2
4166,13997,2,1,8005,1,145,57.7,1,2
4170,13497,2,1,12565,1,145,57.7,1,2
4171,18997,3,1,20112,1,145,41.5,2,2
4173,17890,1,1,6927,1,145,60.1,1,2
4175,20695,1,0,1561,0,145,64.2,2,2
4177,14700,2,1,5726,1,145,57.7,1,2
4185,7298,5,1,44149,1,20,60.1,1,2
4188,10998,2,1,21456,1,150,60.1,1,2
4196,13250,2,1,14984,1,150,57.7,1,2
4201,9200,4,1,43792,1,20,61.4,1,2
4207,5290,7,1,65607,1,20,58.9,1,2
4209,8249,4,1,34887,1,20,60.1,1,2
4210,9900,3,1,26345,1,145,61.4,1,2
4212,8790,3,1,41093,0,145,74.3,1.5,2
4216,12995,2,1,7804,1,145,57.7,1,2
4222,10345,3,1,31913,0,145,74.3,1.5,2
4225,12000,2,1,11285,1,150,60.1,1,2
4231,10380,3,1,22945,1,145,61.4,1,2
4237,14698,1,1,17640,1,150,58.9,1,2
4242,13500,2,1,24417,1,145,57.7,1,2
4259,7676,6,1,35201,1,30,56.5,1,2
4261,14237,4,1,25780,0,20,67.3,2,2
4262,14280,2,1,8900,1,145,57.7,1,2
4266,5902,7,1,57890,0,20,67.3,1.6,2
4274,11000,3,1,10053,1,145,60.1,1,2
4283,12390,2,1,3345,1,145,61.4,1,2
4286,13990,1,1,15178,1,145,60.1,1,2
4303,6780,6,1,44081,1,20,58.9,1,2
4305,9499,4,1,35529,1,20,60.1,1,2
4317,6100,7,1,48659,1,20,58.9,1,2
4319,5960,7,1,55253,0,20,67.3,1.6,2
4321,12990,3,1,11233,0,145,74.3,1.5,2
4322,15690,1,1,10000,0,145,74.3,1.5,2
4325,22990,0,0,185,0,145,54.3,1.5,2
4328,18999,1,1,2200,1,145,49.6,1,2
4339,7981,5,1,40000,1,20,60.1,1,2
4342,8698,6,1,23540,1,20,60.1,1,2
4344,13298,3,1,9162,1,125,51.4,1.5,2
4348,14598,1,1,13882,1,145,58.9,1,2
4366,17750,3,1,19510,0,20,67.3,2,2
4367,17520,1,1,3758,1,145,60.1,1,2
4368,19230,1,1,2894,1,145,60.1,1,2
4369,17390,1,1,3058,1,145,60.1,1,2
4372,26030,1,1,3919,1,145,34.5,2.3,2
4373,19300,1,0,2662,0,145,50.4,1.5,2
4374,20390,1,0,6644,0,145,49.6,2,2
4376,17200,1,1,6984,0,145,61.4,1.5,2
4377,17800,1,1,4487,0,145,62.8,2,2
4381,17410,1,1,2117,1,145,60.1,1,2
4382,17520,1,1,4892,1,145,60.1,1,2
4383,17390,1,1,2905,1,145,60.1,1,2
4388,15500,2,1,10286,1,145,58.9,1,2
4390,11200,3,1,11133,0,145,74.3,1.5,2
4391,7871,5,1,37012,1,20,61.4,1,2
4399,15291,4,1,36706,0,20,67.3,2,2
4408,17300,1,1,5294,1,145,60.1,1,2
4409,16730,1,1,4725,1,145,58.9,1,2
4410,12410,3,1,4948,0,145,74.3,1.5,2
4422,17450,1,1,4650,1,145,60.1,1,2
4424,12950,2,1,21149,1,145,57.7,1,2
4426,8950,3,1,35450,1,145,60.1,1,2
4428,14450,1,1,8508,1,145,58.9,1,2
4443,7950,6,1,23691,1,20,60.1,1,2
4456,10999,2,1,12528,1,145,61.4,1,2
4460,12950,3,1,14842,1,145,57.7,1,2
4464,12999,2,1,12428,1,145,57.7,1,2
4465,11253,3,1,9793,1,145,61.4,1,2
4470,12650,2,1,18442,1,145,57.7,1,2
4471,11999,3,1,14662,1,145,60.1,1,2
4479,19450,2,1,12250,1,145,41.5,2,2
4481,13650,2,1,8761,1,145,57.7,1,2
4482,13250,2,1,13638,1,145,57.7,1,2
4483,13450,2,1,17897,1,145,57.7,1,2
4484,16950,1,1,9212,1,145,60.1,1,2
4487,16450,1,1,6108,1,145,49.6,1,2
4489,10750,2,1,18954,1,145,61.4,1,2
4490,10950,3,1,15640,1,145,61.4,1,2
4491,10950,3,1,14301,1,145,61.4,1,2
4494,12950,2,1,15442,1,145,57.7,1,2
4508,17790,1,1,5920,1,145,60.1,1,2
4511,9620,3,0,25668,1,125,51.4,1,2
4516,13950,2,1,10467,1,145,57.7,1,2
4518,11250,2,1,12302,1,145,61.4,1,2
4519,15950,1,1,6283,1,145,60.1,1,2
4521,12247,3,1,9865,1,145,60.1,1,2
4523,9999,3,1,20613,1,145,60.1,1,2
4524,13617,2,1,7166,1,145,57.7,1,2
4528,17450,2,1,9633,0,145,67.3,2,2
4529,13450,2,1,19729,1,145,57.7,1,2
4531,11450,4,1,16006,1,20,60.1,1,2
4536,15750,1,1,4637,1,145,60.1,1,2
4540,15920,1,1,4798,1,145,49.6,1,2
4542,19766,2,1,5071,1,145,41.5,2,2
4546,13157,2,1,12967,1,145,57.7,1,2
4549,10750,3,1,14436,1,20,60.1,1,2
4556,15490,1,1,7885,0,145,74.3,1.5,2
4559,15763,1,0,11773,0,145,74.3,1.5,2
4566,11999,2,1,30699,1,145,50.4,1.5,2
4567,15498,2,1,27654,0,145,80.7,1.5,2
4568,11698,2,1,19359,1,145,61.4,1,2
4591,21995,1,1,10,1,145,49.6,1,2
4592,16495,1,0,11689,1,145,48.7,1,2
4595,16995,1,1,10000,0,145,74.3,1.5,2
4602,12250,2,1,8586,1,145,60.1,1,2
4605,11450,3,1,18095,1,145,60.1,1,2
4609,5297,7,1,69420,1,30,56.5,1,2
4613,12950,2,1,15916,1,145,57.7,1,2
4620,9497,3,1,32688,1,20,61.4,1,2
4623,11997,2,1,13146,1,145,60.1,1,2
4626,12795,2,1,18569,1,150,57.7,1,2
4628,17495,1,1,11885,1,150,49.6,1,2
4629,17495,1,1,11939,1,150,49.6,1,2
4630,8498,3,1,51643,1,20,61.4,1,2
4631,13698,2,1,23732,1,145,60.1,1,2
4636,10597,2,1,17916,1,145,61.4,1,2
4647,13897,2,1,9174,1,145,57.7,1,2
4651,10450,3,1,15267,1,145,60.1,1,2
4653,13997,2,1,12655,1,145,57.7,1,2
4656,11997,3,1,10708,1,145,60.1,1,2
4657,14497,2,1,7066,1,145,57.7,1,2
4659,15597,1,1,7231,1,145,60.1,1,2
4660,16597,4,1,19065,1,200,41.5,2,2
4665,14497,2,1,4212,1,145,57.7,1,2
4666,18998,2,1,10901,1,145,41.5,2,2
4671,17325,1,1,6325,1,145,60.1,1,2
4677,18950,2,1,7777,1,145,41.5,2,2
4678,13150,2,1,5055,1,145,57.7,1,2
4679,17850,2,1,8781,1,145,41.5,2,2
4682,21925,1,0,5998,0,145,64.2,2,2
4683,11250,2,1,19338,1,145,61.4,1,2
4684,17725,1,1,10857,0,145,74.3,1.5,2
4700,10450,3,1,29254,1,20,60.1,1,2
4701,11450,3,1,20266,1,145,60.1,1,2
4702,17950,3,1,27188,1,145,41.5,2,2
4708,10950,3,1,27086,1,20,60.1,1,2
4711,16625,2,1,12690,1,145,60.1,1,2
4715,13250,2,1,8976,1,145,57.7,1,2
4717,9551,3,1,49311,0,150,74.3,1.5,2
4723,15795,4,1,18646,1,200,41.5,2,2
4725,11397,2,1,14668,1,145,61.4,1,2
4726,11697,3,1,20744,1,145,60.1,1,2
4731,19950,1,1,2583,1,145,51.4,1.5,2
4732,15391,1,1,3591,1,145,49.6,1,2
4734,11220,4,1,21922,1,125,51.4,1.5,2
4737,6997,6,1,37396,1,30,56.5,1,2
4738,15497,1,1,1310,1,145,58.9,1,2
4740,9897,4,1,35199,1,20,60.1,1,2
4748,15998,4,1,26023,0,20,67.3,2,2
4753,17520,1,1,7562,1,145,60.1,1,2
4758,21972,1,1,1011,1,145,60.1,1,2
4759,19000,1,1,4753,1,145,60.1,1,2
4760,19000,1,1,3400,1,145,60.1,1,2
4765,15780,1,1,5372,0,145,74.3,1.5,2
4797,14498,1,1,12739,1,145,58.9,1,2
4798,18998,2,1,20145,1,145,41.5,2,2
4801,7298,6,1,62125,0,20,67.3,1.6,2
4813,13597,2,1,11148,1,145,57.7,1,2
4825,9798,3,1,32160,1,20,60.1,1,2
4828,7990,5,1,27792,1,20,61.4,1,2
4831,10998,3,1,7426,1,20,60.1,1,2
4832,14495,2,1,16210,0,145,80.7,1.5,2
4834,17998,3,1,16001,0,145,67.3,2,2
4837,14998,4,1,41157,1,205,41.5,2,2
4838,13498,4,1,44106,0,20,67.3,2,2
4842,7600,5,1,43919,1,20,61.4,1,2
4848,17890,1,0,11834,0,145,64.2,2,2
4851,6921,7,1,24433,0,20,67.3,1.6,2
4852,17520,1,1,2798,1,145,60.1,1,2
4853,17520,1,1,4792,1,145,60.1,1,2
4854,17520,1,1,6871,1,145,60.1,1,2
4867,15600,1,1,10900,1,145,58.9,1,2
4869,12500,6,1,45599,1,235,39.2,2,2
4873,13995,2,1,11612,1,150,57.7,1,2
4877,11600,3,1,23500,1,145,60.1,1,2
4888,18000,2,1,5909,1,145,41.5,2,2
4890,18490,3,1,14457,0,145,67.3,2,2
4893,10995,2,1,28526,0,145,74.3,1.5,2
4894,11999,3,1,2240,1,20,60.1,1,2
4902,26900,3,1,14929,1,150,36.7,2.3,2
4912,6900,1,1,26443,1,145,60.1,1,2
4913,24900,1,1,10836,0,145,50.4,2,2
4914,10500,4,1,15610,1,20,61.4,1,2
4921,18990,2,1,11350,0,145,67.3,2,2
4933,13498,2,1,15012,1,150,57.7,1,2
4939,8895,4,1,25487,1,20,60.1,1,2
4940,12595,2,1,13768,1,145,60.1,1,2
4942,15490,2,1,26491,0,145,74.3,1.5,2
4943,13990,3,1,10000,1,145,60.1,1,2
4945,15995,1,1,10279,1,145,58.9,1,2
4946,7800,6,1,30500,0,20,67.3,1.6,2
4952,18990,2,1,8213,0,145,67.3,2,2
4954,17295,1,0,3366,0,145,53.3,1.5,2
4956,12995,2,1,18300,1,145,57.7,1,2
4957,18295,2,1,21800,1,145,41.5,2,2
4958,11995,2,1,24000,1,145,57.7,1,2
4960,12395,2,1,21000,1,150,57.7,1,2
4963,18998,2,1,18003,0,145,67.3,2,2
4974,12400,2,1,14130,0,145,74.3,1.5,2
4976,12500,2,1,19730,1,145,57.7,1,2
4978,11200,3,1,15410,0,145,74.3,1.5,2
4983,13000,2,1,8026,1,145,57.7,1,2
4984,16000,3,1,23708,1,145,41.5,2,2
4990,13000,2,1,11842,1,150,57.7,1,2
4992,10998,3,1,31265,1,150,60.1,1,2
4994,16195,1,1,8132,1,145,60.1,1,2
5009,17995,1,1,90,1,145,49.6,1,2
5019,9900,3,1,35452,0,145,74.3,1.5,2
5020,16500,3,1,21617,0,145,67.3,2,2
5023,11900,3,1,9574,1,20,60.1,1,2
5025,16500,3,1,18549,1,200,41.5,2,2
5030,17498,2,1,30690,0,145,67.3,2,2
5037,12498,2,1,13559,1,145,60.1,1,2
5040,16998,1,1,22859,1,145,60.1,1,2
5042,17590,1,1,12095,0,145,74.3,1.5,2
5046,11490,2,1,17152,1,145,61.4,1,2
5048,15990,1,1,12814,0,145,74.3,1.5,2
5051,15750,3,1,19694,1,145,41.5,2,2
5052,15400,1,1,9845,1,145,60.1,1,2
5053,15360,1,1,12221,1,145,60.1,1,2
5054,15760,1,1,10282,0,145,74.3,1.5,2
5055,15270,1,1,12100,1,145,60.1,1,2
5056,16030,1,1,10111,0,145,74.3,1.5,2
5057,15750,1,1,6388,0,145,74.3,1.5,2
5058,15510,1,1,15811,0,145,74.3,1.5,2
5062,15960,1,1,12388,0,145,74.3,1.5,2
5063,15950,1,1,9550,0,145,74.3,1.5,2
5064,13430,3,1,19859,0,145,74.3,1.5,2
5067,17400,2,1,14398,1,145,41.5,2,2
5077,13298,3,1,8794,0,150,74.3,1.5,2
5080,10998,3,1,15265,1,150,60.1,1,2
5084,18610,3,1,10843,1,200,41.5,2,2
5085,8540,3,1,35210,1,20,61.4,1,2
5086,15580,1,1,5011,1,145,60.1,1,2
5088,20491,0,0,4841,0,145,74.3,1.5,2
5095,10000,4,1,9012,1,20,61.4,1,2
5097,14740,1,1,13451,1,145,58.9,1,2
5105,10000,3,1,20533,1,145,61.4,1,2
5106,12050,2,1,19460,1,145,51.4,1.5,2
5110,18550,1,0,5016,0,145,64.2,2,2
5125,18491,2,1,12117,1,150,41.5,2,2
5139,10595,3,1,28303,0,145,74.3,1.5,2
5140,10057,3,1,15019,1,145,61.4,1,2
5156,11991,2,1,10662,1,150,60.1,1,2
5160,9321,4,1,31136,1,20,60.1,1,2
5164,5995,7,1,77886,0,20,67.3,1.6,2
5166,17290,2,1,9954,1,145,60.1,1,2
5174,12000,2,1,15071,0,145,74.3,1.5,2
5175,10820,3,1,15892,1,20,61.4,1,2
5182,17498,2,1,28068,0,145,67.3,2,2
5185,10498,3,1,6736,1,20,60.1,1,2
5186,15470,1,1,5852,1,145,60.1,1,2
5187,15470,1,1,3422,1,145,60.1,1,2
5188,15390,1,1,10235,1,145,60.1,1,2
5189,15590,1,1,6484,1,145,60.1,1,2
5190,15590,1,1,8000,1,145,60.1,1,2
5192,10731,3,1,16768,0,145,74.3,1.5,2
5193,11250,2,1,7330,1,145,60.1,1,2
5194,9991,3,1,19907,1,20,61.4,1,2
5198,17750,3,1,5597,1,145,41.5,2,2
5204,14291,1,1,13649,1,145,58.9,1,2
5207,8870,3,1,45151,0,145,74.3,1.5,2
5211,13380,2,1,9695,1,145,61.4,1,2
5212,14991,1,1,13712,1,145,58.9,1,2
5213,6250,7,1,52328,1,30,56.5,1,2
5214,13060,2,1,11710,1,145,60.1,1,2
5222,9290,3,1,35006,1,145,60.1,1,2
5225,14370,2,1,7024,0,145,74.3,1.5,2
5230,8391,6,1,11254,1,30,56.5,1,2
5232,20991,0,0,3767,0,145,74.3,1.5,2
5238,15460,1,1,6810,1,145,60.1,1,2
5239,6791,6,1,44117,1,20,61.4,1,2
5240,14491,1,1,11325,1,145,58.9,1,2
5241,12390,2,1,12664,1,145,57.7,1,2
5246,10170,3,1,42903,0,145,74.3,1.5,2
5253,11998,3,1,9080,1,20,61.4,1,2
5256,19240,1,0,13890,0,145,49.6,2,2
5257,26230,1,1,3802,1,145,34.5,2.3,2
5258,9380,5,1,21945,1,20,60.1,1,2
5265,19395,2,1,7506,0,145,67.3,2,2
5280,6991,7,1,29353,1,30,56.5,1,2
5284,18047,3,1,15309,1,145,41.5,2,2
5294,15940,1,1,6259,0,145,80.7,1.5,2
5298,18250,2,1,17227,1,145,41.5,2,2
5314,16860,1,1,7100,1,145,60.1,1,2
5318,15000,1,1,6602,1,145,60.1,1,2
5322,24290,1,1,9248,1,145,34.5,2.3,2
5324,10980,3,1,23928,1,20,60.1,1,2
5328,13580,2,1,7983,1,145,58.9,1,2
5329,18497,2,1,13169,1,145,41.5,2,2
5337,11620,3,1,26508,0,145,74.3,1.5,2
5342,20390,0,0,5750,0,145,74.3,1.5,2
5350,10302,6,1,75359,1,235,39.2,2,2
5358,15530,1,1,3061,1,145,60.1,1,2
5362,18600,2,1,14005,1,145,41.5,2,2
5363,18367,3,1,14535,1,145,41.5,2,2
5364,17267,3,1,16282,1,145,41.5,2,2
5368,10700,4,0,25259,1,125,51.4,1,2
5373,15670,3,1,29824,1,145,41.5,2,2
5378,7211,6,1,67951,0,125,56.5,2,2
5381,18367,2,1,21675,1,145,41.5,2,2
5383,15170,1,1,11085,0,145,80.7,1.5,2
5384,14390,1,1,11543,1,145,60.1,1,2
5385,17420,1,1,5920,1,145,60.1,1,2
5386,17520,1,1,5127,1,145,60.1,1,2
5387,17520,1,1,8459,1,145,60.1,1,2
5388,17520,1,1,4487,1,145,60.1,1,2
5389,16530,1,1,5000,1,145,60.1,1,2
5391,11950,2,1,15654,0,145,74.3,1.5,2
5399,12995,3,1,13013,1,145,57.7,1,2
5411,5995,6,1,65000,1,20,58.9,1,2
5413,13250,2,1,7000,1,145,57.7,1,2
5415,12591,2,1,32860,0,145,74.3,1.5,2
5417,12380,3,0,24111,1,145,46.3,1.5,2
5422,13560,1,1,9871,1,150,60.1,1,2
5429,8891,3,1,38389,1,145,61.4,1,2
5439,19500,1,0,5091,0,145,54.3,1.5,2
5440,25520,1,1,6499,1,145,34.5,2.3,2
5441,16890,1,1,9938,0,145,61.4,1.5,2
5443,9740,3,1,40828,0,145,74.3,1.5,2
5445,17750,3,1,7199,1,145,41.5,2,2
5447,18020,1,0,4084,0,145,53.3,1.5,2
5449,17997,3,1,10200,0,145,67.3,2,2
5451,11969,2,1,24634,0,145,74.3,1.5,2
5459,18797,2,1,11597,0,145,67.3,2,2
5464,18520,1,1,9435,1,145,50.4,1.5,2
5465,19950,1,1,1103,1,145,50.4,1.5,2
5468,16410,1,1,13245,0,145,74.3,1.5,2
5472,20995,2,1,965,1,145,60.1,1,2
5480,5391,7,1,65824,1,150,47.9,1.6,2
5485,16757,3,0,24187,0,30,61.4,2,2
5490,10680,3,1,13219,1,145,61.4,1,2
5492,19210,1,1,9024,1,145,58.9,1,2
5495,11000,2,1,10822,1,145,60.1,1,2
5513,9891,7,1,64470,1,235,39.2,2,2
5514,19491,2,1,10001,1,145,41.5,2,2
5517,13980,2,1,7527,1,145,58.9,1,2
5544,17197,3,1,22093,0,145,67.3,2,2
5546,14791,2,1,10103,1,145,58.9,1,2
5550,17520,1,1,5236,1,145,60.1,1,2
5556,12491,2,1,9712,1,145,60.1,1,2
5557,13271,2,1,5467,1,145,60.1,1,2
5558,7660,5,1,54224,1,20,60.1,1,2
5562,15590,1,1,5739,1,145,60.1,1,2
5563,14990,1,1,11365,1,145,60.1,1,2
5565,17217,1,1,2492,1,145,60.1,1,2
5566,10000,3,1,16330,1,145,60.1,1,2
5580,10250,3,1,14950,1,145,61.4,1,2
5581,17990,1,1,4877,1,145,60.1,1,2
5583,13700,2,1,10606,1,145,57.7,1,2
5584,13220,2,1,13892,0,145,74.3,1.5,2
5595,6940,7,1,48336,0,20,67.3,1.6,2
5603,16410,1,1,5,0,145,74.3,1.5,2
5604,15590,1,1,8895,1,145,60.1,1,2
5608,15066,4,1,33566,0,20,67.3,2,2
5617,12891,3,0,13800,1,145,46.3,1.5,2
5618,9920,3,0,49031,1,145,46.3,1.5,2
5630,11800,2,1,25339,0,145,74.3,1.5,2
5631,15290,1,1,10056,1,145,58.9,1,2
5632,15295,1,1,13340,1,145,58.9,1,2
5635,10810,3,0,30228,1,125,51.4,1,2
5640,13690,2,1,16286,0,150,80.7,1.5,2
5642,10391,3,1,35877,0,150,74.3,1.5,2
5645,13291,5,1,35157,0,20,67.3,2,2
5647,11800,3,1,9654,1,150,60.1,1,2
5652,15390,1,1,5979,1,145,60.1,1,2
5653,15590,1,1,5,1,145,60.1,1,2
5654,15390,1,1,6692,1,145,60.1,1,2
5655,15310,1,1,11237,1,145,60.1,1,2
5660,6700,6,1,52855,0,20,67.3,1.6,2
5671,25400,1,1,6074,0,145,50.4,2,2
5672,18900,2,0,4274,0,145,64.2,2,2
5675,17797,2,1,19642,1,145,41.5,2,2
5688,16160,1,0,11214,1,145,51.4,1,2
5689,15360,1,1,10567,1,145,58.9,1,2
5690,15270,1,1,14234,1,145,58.9,1,2
5694,11500,3,1,30186,0,145,74.3,1.5,2
5701,16798,1,1,15305,0,145,62.8,2,2
5704,13352,5,1,33986,1,200,41.5,2,2
5705,17520,1,1,2269,1,145,60.1,1,2
5706,17520,1,1,3121,1,145,60.1,1,2
5709,17520,1,1,4764,1,145,60.1,1,2
5711,18987,2,1,13081,0,145,67.3,2,2
5724,17000,2,1,14903,0,145,67.3,2,2
5732,18420,1,0,6435,0,145,64.2,2,2
5733,19990,0,1,2525,1,145,58.9,1,2
5737,10290,4,0,19816,1,125,51.4,1,2
5742,8794,6,1,42829,1,145,47.9,1.6,2
5745,14200,1,1,4393,0,145,80.7,1.5,2
5765,12999,2,1,9500,1,145,57.7,1,2
5767,7799,6,1,28009,1,20,60.1,1,2
5783,15330,1,1,7246,1,145,60.1,1,2
5785,9500,3,1,39382,1,20,60.1,1,2
5792,5800,7,1,79000,0,20,67.3,1.6,2
5794,10491,2,1,23968,1,145,60.1,1,2
5797,17000,2,1,11587,0,145,67.3,2,2
5801,17900,1,0,8221,0,145,74.3,1.5,2
5803,13750,2,1,4915,0,145,74.3,1.5,2
5813,11490,2,1,27291,0,145,74.3,1.5,2
5817,10691,3,1,35978,0,145,74.3,1.5,2
5822,11491,2,1,21289,1,145,60.1,1,2
5825,18800,2,1,13867,1,150,41.5,2,2
5827,11000,3,1,21567,0,145,74.3,1.5,2
5838,15470,1,1,8958,1,145,49.6,1,2
5846,10417,4,0,11990,1,125,51.4,1,2
5860,18500,2,1,16226,1,145,41.5,2,2
5861,10000,3,1,29888,0,145,74.3,1.5,2
5868,7998,5,1,27109,1,20,61.4,1,2
5871,16998,1,1,11370,0,145,74.3,1.5,2
5872,11498,3,1,40850,0,145,74.3,1.5,2
5875,19110,1,1,10018,1,145,50.4,1.5,2
5879,7730,6,1,47394,0,20,67.3,1.6,2
5882,19990,0,0,5588,0,145,74.3,1.5,2
5888,15340,1,1,9876,1,150,60.1,1,2
5896,17520,1,1,4595,1,145,60.1,1,2
5907,18090,2,1,19055,1,145,41.5,2,2
5910,14491,2,1,22052,1,145,60.1,1,2
5915,15330,1,1,8109,1,145,60.1,1,2
5916,15450,1,1,10794,1,145,60.1,1,2
5917,18491,1,1,6121,1,145,58.9,1,2
5918,14540,1,1,5908,0,145,80.7,1.5,2
5920,14110,1,1,7862,1,145,60.1,1,2
5926,6591,6,1,80427,0,125,56.5,2,2
5932,13291,2,1,23496,1,145,57.7,1,2
5933,16950,1,1,1592,1,145,60.1,1,2
5935,17991,1,0,17520,1,145,50.4,1,2
5938,18795,1,1,4581,1,150,49.6,1,2
5944,17500,1,1,7835,1,150,60.1,1,2
5945,17500,1,0,4281,1,145,51.4,1,2
5947,17520,1,1,4132,1,145,60.1,1,2
5948,17520,1,1,1981,1,145,60.1,1,2
5949,17020,1,1,12580,1,145,60.1,1,2
5952,12630,2,1,20790,1,145,57.7,1,2
5954,16295,1,1,8911,1,150,60.1,1,2
5955,18500,1,1,7200,1,150,46.3,1.5,2
5956,17295,1,1,4870,1,150,58.9,1,2
5957,17500,1,1,2160,1,150,58.9,1,2
5958,16500,1,1,2901,1,150,58.9,1,2
5964,15295,1,1,5396,1,145,60.1,1,2
5971,16000,1,1,9209,1,145,49.6,1,2
5972,15295,1,0,8421,1,145,50.4,1,2
5973,15295,2,1,4544,0,145,74.3,1.5,2
5974,15295,1,1,9695,1,145,58.9,1,2
5975,15295,1,1,11817,1,145,58.9,1,2
5976,15295,1,1,12556,1,145,58.9,1,2
5984,11990,2,1,21289,1,150,60.1,1,2
5985,11490,2,1,21000,1,150,60.1,1,2
5986,9490,4,1,59249,1,20,60.1,1,2
5989,12490,2,1,11320,1,150,60.1,1,2
5990,10990,3,1,17239,1,150,60.1,1,2
5996,18995,2,1,20294,1,145,41.5,2,2
6002,9990,4,1,59407,1,20,58.9,1,2
6005,18990,2,1,8624,1,145,41.5,2,2
6006,15790,1,0,5114,0,145,64.2,2,2
6013,12795,3,1,7299,0,145,74.3,1.5,2
6014,11795,2,1,11086,1,145,60.1,1,2
6015,19500,1,0,5589,0,145,64.2,2,2
6016,19000,1,1,5672,0,145,70.6,2,2
6017,19500,1,0,3374,0,145,50.4,1.5,2
6018,20000,1,1,6156,0,145,57.7,1.5,2
6019,19500,1,0,6307,0,145,64.2,2,2
6022,11490,3,1,63686,0,20,70.6,2,2
6029,8990,5,1,36574,1,20,60.1,1,2
6047,18495,0,1,5500,1,145,60.1,1,2
6062,13790,2,1,9311,1,145,51.4,1.5,2
6066,7260,5,1,60661,1,20,60.1,1,2
6081,7999,6,1,29160,1,30,56.5,1,2
6091,11500,2,1,23890,0,145,74.3,1.5,2
6101,18499,2,1,15254,1,145,41.5,2,2
6118,18998,2,1,19139,0,145,67.3,2,2
6119,5498,7,1,59812,1,145,47.9,1.6,2
6120,6998,6,1,68650,0,20,67.3,1.6,2
6121,16271,3,1,27403,0,20,67.3,2,2
6122,16997,3,1,17343,1,200,41.5,2,2
6123,12800,2,1,23842,0,145,74.3,1.5,2
6128,7695,6,1,51986,0,20,67.3,1.6,2
6129,9000,5,1,29711,0,20,67.3,1.6,2
